,slot,flight,eta,fpfs,time,priority,margins,airline,cost,num,type,new slot,new arrival,eta slot,instance
799,19,FD19,19,38,38,0.5289966275486391,45,D,0.7698648682589507,19,DH8D,19,38,10,39
800,0,FC0,0,0,0,0.38005532982584334,15,C,0.8791822221423171,0,B738,0,0,0,40
801,1,FB1,1,2,2,0.469158938232609,28,B,0.766757705321324,1,B733,1,2,1,40
802,2,FD2,2,4,4,0.1309672034046384,25,D,1.4399687545499442,2,A319,2,4,1,40
803,3,FC3,3,6,6,0.40561747035423334,26,C,0.842930955547589,3,E190,3,6,2,40
804,4,FB4,4,8,8,0.39868201690379834,24,B,0.8685560143976282,4,A321,4,8,2,40
805,5,FA5,5,10,10,0.0,24,A,1.5569828950404392,5,B738,5,10,3,40
806,6,FD6,6,12,12,0.0,50,D,1.65697860908283,6,A321,6,12,3,40
807,7,FD13,13,14,26,0.08276824340493827,55,D,1.5198334002494862,13,B744,7,14,7,40
808,8,FC16,16,16,32,0.08749348982396687,39,C,1.2940824236952027,16,B752,8,16,8,40
809,9,FB10,10,18,20,0.5088613626574412,29,B,0.7094107100713276,10,B744,9,18,5,40
810,10,FB11,11,20,22,0.5149436911467153,44,B,0.7006252701885893,11,B738,10,20,6,40
811,11,FB9,9,22,18,0.0,45,B,1.4444204876850866,9,A320,11,22,5,40
812,12,FA15,15,24,30,0.008193645529612215,54,A,1.5442255291028084,15,A332,12,24,8,40
813,13,FD7,7,26,14,0.5443001453098633,29,D,0.7550849113837106,7,B738,13,26,4,40
814,14,FC14,14,28,28,0.36922860185704176,39,C,0.8945362806770365,14,B738,14,28,7,40
815,15,FA18,18,30,36,0.5687012707474421,53,A,0.6715247440989102,18,A332,15,30,9,40
816,16,FC8,8,32,16,0.0,36,C,1.4181624013241934,8,A320,16,32,4,40
817,17,FD17,17,34,34,0.13891377073510547,43,D,1.4268014624677239,17,B735,17,34,9,40
818,18,FA19,19,36,38,0.619811309400774,60,A,0.5919472881508167,19,B735,18,36,10,40
819,19,FA12,12,38,24,0.05236046449398846,48,A,1.4754585474469268,12,AT43,19,38,6,40
820,0,FD0,0,0,0,0.6405564280879281,43,D,0.5676022066366868,0,AT72,0,0,0,41
821,1,FA1,1,2,2,0.49646732502261737,42,A,0.7311499901809623,1,B763,1,2,1,41
822,2,FC2,2,4,4,0.45573453243054785,40,C,0.894198510957659,2,A321,2,4,1,41
823,3,FB3,3,6,6,0.45205890593414755,45,B,0.8122421718338656,3,B734,3,6,2,41
824,4,FA4,4,8,8,0.5709399165405973,30,A,0.6230127485221809,4,A320,4,8,2,41
825,5,FC5,5,10,10,0.07643114293255282,48,C,1.5173733149829012,5,A332,5,10,3,41
826,6,FC12,12,12,24,0.13956607118973385,43,C,1.4136460675256926,12,A320,6,12,6,41
827,7,FB10,10,14,20,0.504411574372151,40,B,0.7346370322049849,10,B744,7,14,5,41
828,8,FB7,7,16,14,0.0,40,B,1.482353086180919,7,A321,8,16,4,41
829,9,FA9,9,18,18,0.5395101420670692,34,A,0.6686500635161724,9,B752,9,18,5,41
830,10,FB17,17,20,34,0.5431309960663468,49,B,0.6772411779614533,17,A319,10,20,9,41
831,11,FD16,16,22,32,0.0,46,D,1.5791135271033179,16,B763,11,22,8,41
832,12,FC6,6,24,12,0.04935943534639553,44,C,1.5618506556466902,6,A320,12,24,3,41
833,13,FD14,14,26,28,0.601637307798025,41,D,0.6290599159494341,14,A320,13,26,7,41
834,14,FD13,13,28,26,0.08866261022033362,42,D,1.4391051999561002,13,B733,14,28,7,41
835,15,FA19,19,30,38,0.5806151500762724,40,A,0.6089639146407945,19,B735,15,30,10,41
836,16,FD11,11,32,22,0.36600303065054274,28,D,1.0011531904422355,11,DH8D,16,32,6,41
837,17,FB8,8,34,16,0.5155693802976893,30,B,0.7180972241562554,8,AT43,17,34,4,41
838,18,FC18,18,36,36,0.0,41,C,1.6429455187574489,18,AT72,18,36,9,41
839,19,FA15,15,38,30,0.0,42,A,1.4520408039335353,15,E190,19,38,8,41
840,0,FC0,0,0,0,0.0,20,C,1.423366296042954,0,B763,0,0,0,42
841,1,FD2,2,2,4,0.006075352670129264,41,D,1.5406915440884903,2,A332,1,2,1,42
842,2,FD1,1,4,2,0.0,45,D,1.5501090029586062,1,B738,2,4,1,42
843,3,FC6,6,6,12,0.6360376967878265,23,C,0.5180516754223738,6,B763,3,6,3,42
844,4,FB7,7,8,14,0.5604709974575018,33,B,0.7444321561261986,7,DH8D,4,8,4,42
845,5,FD8,8,10,16,0.5291242229818697,23,D,0.729908781230933,8,B744,5,10,4,42
846,6,FC3,3,12,6,0.015438089878379135,31,C,1.4013922392347873,3,B738,6,12,2,42
847,7,FB13,13,14,26,0.0,36,B,1.6937042875895756,13,A321,7,14,7,42
848,8,FD9,9,16,18,0.07683737232131937,44,D,1.4310027003596466,9,A320,8,16,5,42
849,9,FD5,5,18,10,0.636851112367278,24,D,0.5629203601338856,5,A320,9,18,3,42
850,10,FC10,10,20,20,0.5198714351040911,52,C,0.683398817040309,10,A320,10,20,5,42
851,11,FA11,11,22,22,0.604040620393643,26,A,0.631114707397365,11,B752,11,22,6,42
852,12,FA17,17,24,34,0.5692515372205855,60,A,0.6865645923558023,17,B734,12,24,9,42
853,13,FB16,16,26,32,0.6269408771535738,32,B,0.6318518358893983,16,B752,13,26,8,42
854,14,FA19,19,28,38,0.0,58,A,1.5938875043818574,19,B734,14,28,10,42
855,15,FB4,4,30,8,0.03797330292454104,35,B,1.6293887416123427,4,DH8D,15,30,2,42
856,16,FB15,15,32,30,0.5046330163959939,33,B,0.8390051840604201,15,AT43,16,32,8,42
857,17,FA12,12,34,24,0.6169171011860898,56,A,0.6105910455618709,12,B733,17,34,6,42
858,18,FC18,18,36,36,0.45324553769918674,49,C,0.7782318738500655,18,A319,18,36,9,42
859,19,FA14,14,38,28,0.11658979798370506,50,A,1.4080564822372248,14,E190,19,38,7,42
860,0,FB0,0,0,0,0.46419275247436975,32,B,0.858036026787487,0,B734,0,0,0,43
861,1,FA1,1,2,2,0.15305698334480256,19,A,1.3458950142633916,1,A321,1,2,1,43
862,2,FD2,2,4,4,0.15165357849249372,25,D,1.4474106194280818,2,AT72,2,4,1,43
863,3,FA3,3,6,6,0.0,36,A,1.5891210952759112,3,E190,3,6,2,43
864,4,FB4,4,8,8,0.6324836574081769,38,B,0.5885367617426124,4,B738,4,8,2,43
865,5,FD5,5,10,10,0.18146698343310408,38,D,1.3965443249305254,5,B734,5,10,3,43
866,6,FC7,7,12,14,0.02235125923815695,31,C,1.6221536050993286,7,B744,6,12,4,43
867,7,FC13,13,14,26,0.0,32,C,1.6592397018127885,13,B744,7,14,7,43
868,8,FC6,6,16,12,0.5964437665341638,25,C,0.6695965244805461,6,B734,8,16,3,43
869,9,FA9,9,18,18,0.4545255896963091,50,A,0.8668248923467832,9,A321,9,18,5,43
870,10,FB10,10,20,20,0.4452768515881337,52,B,0.8883277492576194,10,A321,10,20,5,43
871,11,FD15,15,22,30,0.5804262830256128,36,D,0.7158578596966088,15,B744,11,22,8,43
872,12,FB12,12,24,24,0.0,39,B,1.601389362965724,12,AT72,12,24,6,43
873,13,FC19,19,26,38,0.5678597075217275,62,C,0.71702433003294,19,A320,13,26,10,43
874,14,FD14,14,28,28,0.0,30,D,1.7061551539948059,14,A319,14,28,7,43
875,15,FD11,11,30,22,0.6312099241065481,28,D,0.6292130887277486,11,AT43,15,30,6,43
876,16,FA16,16,32,32,0.6059430280974777,59,A,0.6262042467908452,16,B734,16,32,8,43
877,17,FB17,17,34,34,0.648062612703811,44,B,0.5635887884460653,17,AT72,17,34,9,43
878,18,FA18,18,36,36,0.06735100582988951,48,A,1.482092191123583,18,AT43,18,36,9,43
879,19,FC8,8,38,16,0.6468242941524736,44,C,0.586003152857971,8,B734,19,38,4,43
880,0,FC0,0,0,0,0.5808932649402268,33,C,0.6299032485759266,0,AT43,0,0,0,44
881,1,FD1,1,2,2,0.13246997859017184,26,D,1.3722840095798359,1,B735,1,2,1,44
882,2,FB2,2,4,4,0.0,26,B,1.6174094624379072,2,B738,2,4,1,44
883,3,FA3,3,6,6,0.0,39,A,1.545910031172409,3,A321,3,6,2,44
884,4,FA4,4,8,8,0.5814738996671515,36,A,0.6470036968120206,4,B735,4,8,2,44
885,5,FB5,5,10,10,0.5477959811064006,41,B,0.7313990591109577,5,B744,5,10,3,44
886,6,FB6,6,12,12,0.5721455222847395,50,B,0.6920158808030911,6,B763,6,12,3,44
887,7,FC7,7,14,14,0.0,42,C,1.5029661799304883,7,B735,7,14,4,44
888,8,FD8,8,16,16,0.0,37,D,1.58182884247594,8,A332,8,16,4,44
889,9,FA9,9,18,18,0.4867886367123594,53,A,0.7933785946180311,9,B763,9,18,5,44
890,10,FB10,10,20,20,0.4793686439374174,53,B,0.8420740817375004,10,B738,10,20,5,44
891,11,FD17,17,22,34,0.07729331351132307,48,D,1.4595640498331939,17,B744,11,22,9,44
892,12,FC19,19,24,38,0.6677793579204192,62,C,0.4993163893204015,19,B734,12,24,10,44
893,13,FA18,18,26,36,0.08320843818618917,43,A,1.4172772719021898,18,A321,13,26,9,44
894,14,FC12,12,28,24,0.07074797464558702,34,C,1.3966343667395913,12,DH8D,14,28,6,44
895,15,FD11,11,30,22,0.43894206218292064,54,D,0.8874976283391285,11,DH8D,15,30,6,44
896,16,FB16,16,32,32,0.5703605357380965,44,B,0.6949029349339556,16,DH8D,16,32,8,44
897,17,FD15,15,34,30,0.13241792872083635,33,D,1.3723663435643978,15,AT43,17,34,8,44
898,18,FA13,13,36,26,0.5214131025167488,47,A,0.7398522856070393,13,AT72,18,36,7,44
899,19,FC14,14,38,28,0.5687100174673605,46,C,0.6482142574893682,14,AT43,19,38,7,44
900,0,FB0,0,0,0,0.5728785816026827,18,B,0.7514232069072703,0,B738,0,0,0,45
901,1,FA1,1,2,2,0.49458084613375264,32,A,0.8292543751596941,1,B763,1,2,1,45
902,2,FD2,2,4,4,0.0,39,D,1.5526326714871221,2,B752,2,4,1,45
903,3,FB3,3,6,6,0.0,25,B,1.759273065084928,3,B738,3,6,2,45
904,4,FC4,4,8,8,0.0,24,C,1.4239077550528765,4,B734,4,8,2,45
905,5,FC5,5,10,10,0.5580910133090947,45,C,0.6292376331767384,5,AT72,5,10,3,45
906,6,FB11,11,12,22,0.18627506906984004,42,B,1.4315643533735238,11,A321,6,12,6,45
907,7,FD10,10,14,20,0.4545659372802021,42,D,0.8468587459207143,10,A320,7,14,5,45
908,8,FA13,13,16,26,0.0713401706232265,43,A,1.5236763796046007,13,A321,8,16,7,45
909,9,FB6,6,18,12,0.604239628448902,33,B,0.6962505618978501,6,A320,9,18,3,45
910,10,FD16,16,20,32,0.0640409283056409,47,D,1.4532006338874197,16,B738,10,20,8,45
911,11,FB9,9,22,18,0.22051806804605367,42,B,1.3713215676069404,9,B734,11,22,5,45
912,12,FA19,19,24,38,0.10546078529079095,56,A,1.4676937980586238,19,A321,12,24,10,45
913,13,FA8,8,26,16,0.0,52,A,1.6407260564152373,8,A319,13,26,4,45
914,14,FC15,15,28,30,0.05951302363974886,45,C,1.3391666991655928,15,B744,14,28,8,45
915,15,FC17,17,30,34,0.5348366530258382,47,C,0.6623496971228611,17,B735,15,30,9,45
916,16,FD18,18,32,36,0.034483212635853744,47,D,1.499092908930858,18,DH8D,16,32,9,45
917,17,FC14,14,34,28,0.4253056693654155,40,C,0.8183117141755067,14,AT43,17,34,7,45
918,18,FD7,7,36,14,0.5829655768181135,27,D,0.6475012705669836,7,AT72,18,36,4,45
919,19,FA12,12,38,24,0.46994310493069735,44,A,0.8696781591227621,12,AT72,19,38,6,45
920,0,FC0,0,0,0,0.061010640302384234,37,C,1.4053199252877924,0,B733,0,0,0,46
921,1,FC1,1,2,2,0.46740951035215383,19,C,0.7970910632703311,1,B752,1,2,1,46
922,2,FB2,2,4,4,0.530785225801934,35,B,0.7644142609584301,2,B763,2,4,1,46
923,3,FC3,3,6,6,0.0,45,C,1.4966302980689257,3,B752,3,6,2,46
924,4,FA6,6,8,12,0.47178179768957307,49,A,0.7861778851907941,6,B734,4,8,3,46
925,5,FD5,5,10,10,0.0,47,D,1.6380923826374438,5,A320,5,10,3,46
926,6,FA4,4,12,8,0.4462906449680244,23,A,0.82411785100425,4,B733,6,12,2,46
927,7,FB7,7,14,14,0.0,38,B,1.6291351061246717,7,B744,7,14,4,46
928,8,FA8,8,16,16,0.02298788634135862,30,A,1.4541439767926305,8,DH8D,8,16,4,46
929,9,FC9,9,18,18,0.4854280647263085,44,C,0.7701239488665688,9,B735,9,18,5,46
930,10,FA18,18,20,36,0.4774010092922174,44,A,0.7778144856053889,18,AT72,10,20,9,46
931,11,FD13,13,22,26,0.09550407098492375,57,D,1.4816478914461746,13,A321,11,22,7,46
932,12,FB15,15,24,30,0.6507987486176334,53,B,0.5688960177296799,15,B744,12,24,8,46
933,13,FD11,11,26,22,0.07179655722051059,53,D,1.520482989154932,11,B733,13,26,6,46
934,14,FB14,14,28,28,0.5652032133650575,29,B,0.7083427091371832,14,B733,14,28,7,46
935,15,FB12,12,30,24,0.05954622926326325,56,B,1.5321262535945412,12,DH8D,15,30,6,46
936,16,FC16,16,32,32,0.5039214025523535,52,C,0.7424462591636858,16,DH8D,16,32,8,46
937,17,FD17,17,34,34,0.5141696481933511,45,D,0.795834998548541,17,DH8D,17,34,9,46
938,18,FA10,10,36,20,0.0,42,A,1.4883581855983972,10,AT72,18,36,5,46
939,19,FD19,19,38,38,0.15747130173924395,41,D,1.3801398427743858,19,AT72,19,38,10,46
940,0,FD0,0,0,0,0.3803106285425468,17,D,0.8321418222155111,0,A320,0,0,0,47
941,1,FA1,1,2,2,0.6155947700996858,23,A,0.6244552579172972,1,B763,1,2,1,47
942,2,FB4,4,4,8,0.2521057064773591,30,B,1.2839878650361325,4,B763,2,4,2,47
943,3,FB2,2,6,4,0.08353082405363321,28,B,1.573397886287223,2,B733,3,6,1,47
944,4,FB3,3,8,6,0.5803284805771518,23,B,0.7204937153647369,3,DH8D,4,8,2,47
945,5,FA5,5,10,10,0.57226208612038,23,A,0.694847958759487,5,A320,5,10,3,47
946,6,FB9,9,12,18,0.0,38,B,1.7168039335992908,9,B744,6,12,5,47
947,7,FA14,14,14,28,0.0,40,A,1.6244712853652739,14,A320,7,14,7,47
948,8,FC11,11,16,22,0.5622369510926973,29,C,0.643712797875455,11,B763,8,16,6,47
949,9,FB6,6,18,12,0.060963354611641374,43,B,1.6121418065966164,6,AT43,9,18,3,47
950,10,FD19,19,20,38,0.44757091569948393,61,D,0.7418222193701766,19,A332,10,20,10,47
951,11,FC8,8,22,16,0.0,52,C,1.4704594174456298,8,B734,11,22,4,47
952,12,FA7,7,24,14,0.5346616311937124,37,A,0.7559288181045299,7,A319,12,24,4,47
953,13,FC18,18,26,36,0.6292685204892758,60,C,0.545145595390096,18,B733,13,26,9,47
954,14,FA12,12,28,24,0.5337189468333821,46,A,0.7574601817790494,12,B733,14,28,6,47
955,15,FC13,13,30,26,0.5080255873042192,32,C,0.7234284082907937,13,B735,15,30,7,47
956,16,FD17,17,32,34,0.0,58,D,1.3428370092234907,17,B763,16,32,9,47
957,17,FD10,10,34,20,0.5253361108664645,46,D,0.6373962372704675,10,B738,17,34,5,47
958,18,FC15,15,36,30,0.4471815732474699,35,C,0.812897061755735,15,E190,18,36,8,47
959,19,FD16,16,38,32,0.3013576756329326,42,D,0.9381627693700207,16,AT43,19,38,8,47
960,0,FA0,0,0,0,0.013792419687702728,44,A,1.449652050543965,0,B744,0,0,0,48
961,1,FA1,1,2,2,0.4392394124312258,25,A,0.8242765031028182,1,AT72,1,2,1,48
962,2,FB2,2,4,4,0.4549906202162487,19,B,0.8667818123894433,2,A321,2,4,1,48
963,3,FC6,6,6,12,0.09563390731640908,25,C,1.4819996385902694,6,A321,3,6,3,48
964,4,FA4,4,8,8,0.5100835451822202,34,A,0.7201408785530995,4,B735,4,8,2,48
965,5,FB5,5,10,10,0.6451187858014984,42,B,0.5644023634015156,5,A320,5,10,3,48
966,6,FC3,3,12,6,0.5378189910115141,26,C,0.7573836456558364,3,B734,6,12,2,48
967,7,FD14,14,14,28,0.5285329767663909,43,D,0.7702590520596178,14,B763,7,14,7,48
968,8,FD15,15,16,30,0.034432944383184116,38,D,1.577494773353189,15,B744,8,16,8,48
969,9,FA13,13,18,26,0.46546302459539113,42,A,0.785729736777605,13,A319,9,18,7,48
970,10,FC11,11,20,22,0.03480627050116358,53,C,1.581678890726974,11,B733,10,20,6,48
971,11,FC10,10,22,20,0.5306274634411166,46,C,0.7691685205493823,10,E190,11,22,5,48
972,12,FB18,18,24,36,0.0,45,B,1.5903979721108008,18,B763,12,24,9,48
973,13,FA9,9,26,18,0.0,47,A,1.4699258852633348,9,E190,13,26,5,48
974,14,FD19,19,28,38,0.0,37,D,1.6337495818407624,19,B763,14,28,10,48
975,15,FD7,7,30,14,0.03169259762203103,23,D,1.5819718137283216,7,A321,15,30,4,48
976,16,FC16,16,32,32,0.0,32,C,1.6387165005187498,16,AT72,16,32,8,48
977,17,FB17,17,34,34,0.06662197804975423,40,B,1.4844425133224615,17,DH8D,17,34,9,48
978,18,FB12,12,36,24,0.572148000120231,44,B,0.680454952972335,12,AT43,18,36,6,48
979,19,FD8,8,38,16,0.5978516758525019,36,D,0.6570096564139385,8,B733,19,38,4,48
980,0,FA0,0,0,0,0.5794320654777918,27,A,0.6331150774016578,0,E190,0,0,0,49
981,1,FC1,1,2,2,0.5855591459202933,34,C,0.6463908593770386,1,B763,1,2,1,49
982,2,FC2,2,4,4,0.02288088780226316,30,C,1.5239831122579253,2,B735,2,4,1,49
983,3,FD5,5,6,10,0.0,40,D,1.3377340492130039,5,B752,3,6,3,49
984,4,FC7,7,8,14,0.0,51,C,1.5596697406012063,7,E190,4,8,4,49
985,5,FD3,3,10,6,0.4319667327779384,28,D,0.7598774426486608,3,B738,5,10,2,49
986,6,FB8,8,12,16,0.15642136635544124,28,B,0.66884361542813,8,B752,6,12,4,49
987,7,FC4,4,14,8,0.055727226316857004,39,C,1.4727536719871692,4,DH8D,7,14,2,49
988,8,FB15,15,16,30,0.0,49,B,0.7928645756928295,15,A332,8,16,8,49
989,9,FA9,9,18,18,0.04229606778515682,29,A,1.4417095299024862,9,B763,9,18,5,49
990,10,FB13,13,20,26,0.09933294131763126,33,B,0.7141070053227051,13,A321,10,20,7,49
991,11,FA17,17,22,34,0.5531896438069939,32,A,0.6726199265913357,17,B734,11,22,9,49
992,12,FD19,19,24,38,0.6338087748339771,38,D,0.48986647042761466,19,A332,12,24,10,49
993,13,FB10,10,26,20,0.033997910339259696,54,B,0.7659088369372495,10,A320,13,26,5,49
994,14,FD12,12,28,24,0.4729109220363583,44,D,0.7051050065602511,12,A332,14,28,6,49
995,15,FB6,6,30,12,0.38268413883332963,50,B,0.4894478783323658,6,AT43,15,30,3,49
996,16,FC16,16,32,32,0.042278461975619575,46,C,1.4937293027786738,16,E190,16,32,8,49
997,17,FA18,18,34,36,0.04084941598712288,51,A,1.4438872923753339,18,B735,17,34,9,49
998,18,FA11,11,36,22,0.0,38,A,1.505381236733886,11,AT43,18,36,6,49
999,19,FD14,14,38,28,0.32717593007560863,34,D,0.9000596674679293,14,E190,19,38,7,49
1000,0,FD0,0,0,0,0.06290994498054947,32,D,1.5259568046434409,0,B752,0,0,0,50
1001,1,FB1,1,2,2,0.6006043228018136,28,B,0.6658489041637524,1,A319,1,2,1,50
1002,2,FD2,2,4,4,0.5812148259407374,40,D,0.6819494909976985,2,B763,2,4,1,50
1003,3,FB3,3,6,6,0.14555876436542192,46,B,1.4244740063555947,3,DH8D,3,6,2,50
1004,4,FC4,4,8,8,0.14156208437684015,34,C,1.4320802495787457,4,B763,4,8,2,50
1005,5,FB7,7,10,14,0.1925721651079495,42,B,1.346096038959894,7,A321,5,10,4,50
1006,6,FA6,6,12,12,0.06901702594095638,37,A,1.624660310034371,6,A319,6,12,3,50
1007,7,FB9,9,14,18,0.0,29,B,1.6671409886926438,9,DH8D,7,14,5,50
1008,8,FD8,8,16,16,0.10520461724240315,50,D,1.45708418926092,8,B752,8,16,4,50
1009,9,FB5,5,18,10,0.17710606867141399,27,B,1.3718802022643155,5,DH8D,9,18,3,50
1010,10,FC17,17,20,34,0.6015469715353339,59,C,0.6647151786566443,17,B763,10,20,9,50
1011,11,FA16,16,22,32,0.20369051047918685,43,A,1.389641334134803,16,B763,11,22,8,50
1012,12,FD18,18,24,36,0.09580993409861782,43,D,1.472382484866491,18,B763,12,24,9,50
1013,13,FA14,14,26,28,0.08224099078003266,57,A,1.6015831416929716,14,B733,13,26,7,50
1014,14,FA11,11,28,22,0.0,47,A,1.745102064488812,11,AT72,14,28,6,50
1015,15,FC15,15,30,30,0.0,50,C,1.6682397451412263,15,A321,15,30,8,50
1016,16,FA13,13,32,26,0.6716632386758302,52,A,0.572981160034379,13,AT72,16,32,7,50
1017,17,FC10,10,34,20,0.12352253788605683,41,C,1.4621745380189934,10,B734,17,34,5,50
1018,18,FD12,12,36,24,0.0,51,D,1.6283993160206653,12,A321,18,36,6,50
1019,19,FC19,19,38,38,0.20677207637854755,52,C,1.323294349141156,19,B735,19,38,10,50
1020,0,FA0,0,0,0,0.5786327072443753,34,A,0.675554000913801,0,A319,0,0,0,51
1021,1,FB1,1,2,2,0.06610271900694853,28,B,1.5869729387965517,1,B738,1,2,1,51
1022,2,FD2,2,4,4,0.10329262326208355,36,D,1.4370796398236498,2,A321,2,4,1,51
1023,3,FA6,6,6,12,0.0,44,A,1.603242616425841,6,B744,3,6,3,51
1024,4,FC4,4,8,8,0.0,23,C,1.557400701218066,4,A332,4,8,2,51
1025,5,FB5,5,10,10,0.0,32,B,1.6993013804570218,5,A321,5,10,3,51
1026,6,FA3,3,12,6,0.08353624570117424,47,A,1.4693137473014986,3,E190,6,12,2,51
1027,7,FB8,8,14,16,0.6713584977075541,35,B,0.5584609585210228,8,B738,7,14,4,51
1028,8,FB7,7,16,14,0.5063742920561082,39,B,0.83881884693813,7,B733,8,16,4,51
1029,9,FC16,16,18,32,0.10287192598196859,41,C,1.397187891558095,16,B744,9,18,8,51
1030,10,FC17,17,20,34,0.00558176299156099,49,C,1.548707659620976,17,A320,10,20,9,51
1031,11,FD11,11,22,22,0.5851631615998407,44,D,0.6648251032375775,11,A321,11,22,6,51
1032,12,FB12,12,24,24,0.034431040596731854,51,B,1.6407926656404237,12,B735,12,24,6,51
1033,13,FA19,19,26,38,0.08492611135366346,41,A,1.4670854554563213,19,B744,13,26,10,51
1034,14,FD15,15,28,30,0.0,55,D,1.6026182867498253,15,B734,14,28,8,51
1035,15,FD18,18,30,36,0.13040827272736477,59,D,1.393623604133492,18,E190,15,30,9,51
1036,16,FC9,9,32,18,0.5333267639514674,48,C,0.7267972250616886,9,B734,16,32,5,51
1037,17,FC10,10,34,20,0.5227514889305114,51,C,0.7432671657948995,10,B734,17,34,5,51
1038,18,FD14,14,36,28,0.245750760550971,58,D,1.2087736239081617,14,AT43,18,36,7,51
1039,19,FA13,13,38,26,0.08934389738708903,49,A,1.4600026726172826,13,E190,19,38,7,51
1040,0,FC0,0,0,0,0.5582353539066295,32,C,0.6769582090820725,0,B744,0,0,0,52
1041,1,FD1,1,2,2,0.4588187268399164,32,D,0.8367997258392825,1,B734,1,2,1,52
1042,2,FC2,2,4,4,0.6564984853751031,17,C,0.5263802167371744,2,B738,2,4,1,52
1043,3,FD3,3,6,6,0.09921448274375955,38,D,1.3928365803911475,3,B763,3,6,2,52
1044,4,FD8,8,8,16,0.111363025898632,33,D,1.3740519363439083,8,A332,4,8,4,52
1045,5,FC5,5,10,10,0.4396093468761759,48,C,0.8587401827643216,5,B735,5,10,3,52
1046,6,FA9,9,12,18,0.008007975263067846,31,A,0.7469564884016571,9,A320,6,12,5,52
1047,7,FD4,4,14,8,0.0,23,D,1.5462466410801947,4,B752,7,14,2,52
1048,8,FD7,7,16,14,0.5312659374738765,39,D,0.7247784697408924,7,B734,8,16,4,52
1049,9,FA15,15,18,30,0.1544831998261551,54,A,0.6366626386033156,15,A319,9,18,8,52
1050,10,FB14,14,20,28,0.6915562600180489,32,B,0.5121060137046214,14,B744,10,20,7,52
1051,11,FA6,6,22,12,0.14279641285375388,38,A,0.6454626300749386,6,A319,11,22,3,52
1052,12,FC12,12,24,24,0.06434575126750086,54,C,1.4337924733074061,12,A319,12,24,6,52
1053,13,FB16,16,26,32,0.16379929504668322,56,B,1.3883355509036925,16,A321,13,26,8,52
1054,14,FB17,17,28,34,0.6218239693605998,43,B,0.6278818287598011,17,A321,14,28,9,52
1055,15,FA11,11,30,22,0.0,54,A,0.7529863847441148,11,B735,15,30,6,52
1056,16,FB13,13,32,26,0.41694536958823514,28,B,0.9680396903813393,13,A320,16,32,7,52
1057,17,FB10,10,34,20,0.0,44,B,1.6602898594556916,10,E190,17,34,5,52
1058,18,FC18,18,36,36,0.0,47,C,1.532395620764528,18,AT43,18,36,9,52
1059,19,FA19,19,38,38,0.3687316564518327,34,A,0.4753364678117403,19,E190,19,38,10,52
1060,0,FC0,0,0,0,0.5121783869021022,31,C,0.8119406757718846,0,B733,0,0,0,53
1061,1,FD1,1,2,2,0.5315600340169628,16,D,0.7363240239221878,1,A320,1,2,1,53
1062,2,FA2,2,4,4,0.13740866730763124,43,A,1.351679941005204,2,B744,2,4,1,53
1063,3,FA3,3,6,6,0.5251463999479913,41,A,0.7440952184170797,3,E190,3,6,2,53
1064,4,FD4,4,8,8,0.1149761528072406,34,D,1.3911373233590953,4,AT43,4,8,2,53
1065,5,FB6,6,10,12,0.0,46,B,1.4938069048759794,6,B738,5,10,3,53
1066,6,FB5,5,12,10,0.059265659922157155,44,B,1.4052754528622295,5,B738,6,12,3,53
1067,7,FC9,9,14,18,0.0,48,C,1.6644212842798771,9,B763,7,14,5,53
1068,8,FC7,7,16,14,0.10105253609861986,31,C,1.4962272923668736,7,B733,8,16,4,53
1069,9,FC17,17,18,34,0.14797672282141494,58,C,1.4181256772379303,17,DH8D,9,18,9,53
1070,10,FA10,10,20,20,0.00025826934790440514,36,A,1.566594506914897,10,B744,10,20,5,53
1071,11,FA16,16,22,32,0.009641620007129648,33,A,1.551890803799883,16,B738,11,22,8,53
1072,12,FD12,12,24,24,0.6704260464751648,55,D,0.5180455069201723,12,B744,12,24,6,53
1073,13,FD13,13,26,26,0.5236277818777895,28,D,0.7487924472806102,13,A320,13,26,7,53
1074,14,FD14,14,28,28,0.0,39,D,1.5718642246439984,14,AT72,14,28,7,53
1075,15,FB18,18,30,36,0.09850344477352102,41,B,1.3466617789192241,18,B733,15,30,9,53
1076,16,FA11,11,32,22,0.0,52,A,1.566999214780265,11,B734,16,32,6,53
1077,17,FC8,8,34,16,0.05412941745514821,31,C,1.5743271297618577,8,AT43,17,34,4,53
1078,18,FB19,19,36,38,0.5977975525127435,60,B,0.6008127932144822,19,E190,18,36,10,53
1079,19,FB15,15,38,30,0.12042783172114047,45,B,1.3139109783116973,15,DH8D,19,38,8,53
1080,0,FB0,0,0,0,0.5292941914731407,38,B,0.7608752599991552,0,A319,0,0,0,54
1081,1,FB1,1,2,2,0.09433219835424123,44,B,1.463972212721821,1,B733,1,2,1,54
1082,2,FC4,4,4,8,0.1784840831176262,48,C,0.6773078333858641,4,B763,2,4,2,54
1083,3,FC3,3,6,6,0.2555930899449862,18,C,0.6137344645983511,3,B738,3,6,2,54
1084,4,FC2,2,8,4,0.13478195360537093,39,C,0.7133385347344445,2,E190,4,8,1,54
1085,5,FA5,5,10,10,0.04080472107396571,47,A,1.370913131991191,5,A321,5,10,3,54
1086,6,FD12,12,12,24,0.5186908753681324,44,D,0.7704704878425043,12,B734,6,12,6,54
